School ID,School Name,Total,PE,PK,K,01,02,03,04,05,06,07,08,09,10,11,12
400031,CICS - Wrightwood,751,0,0,73,90,89,94,83,86,91,68,77,0,0,0,0
400094,EPIC Academy Charter High School,547,0,0,0,0,0,0,0,0,0,0,0,142,151,127,127
400039,Erie Elementary Charter School,413,0,0,54,52,49,44,43,44,45,48,34,0,0,0,0
400171,Foundations College Preparatory Charter School,263,0,0,0,0,0,0,0,0,21,49,54,39,47,53,0
400040,Frazier Preparatory Academy Charter School,322,9,8,23,21,23,43,35,40,35,39,46,0,0,0,0
400168,Great Lakes Academy Charter School,337,0,0,63,58,62,60,64,30,0,0,0,0,0,0,0
400167,Horizon Science Academy Southwest Chicago Charter,735,0,0,53,77,75,78,72,73,76,50,53,33,26,32,37
400104,Instituto Health Sciences Career Academy,743,0,0,0,0,0,0,0,0,0,0,0,203,207,172,161
400162,Intrinsic Charter School,1015,0,0,0,0,0,0,0,0,0,180,159,197,163,173,143
400146,KIPP Academy Chicago Campus,387,0,0,0,0,0,0,32,79,94,92,90,0,0,0,0
400044,KIPP Ascend Charter School,921,0,0,113,108,107,116,112,93,90,92,90,0,0,0,0
400163,KIPP Chicago Charter School - KIPP Bloom,484,0,0,120,0,0,0,0,84,98,93,89,0,0,0,0
400180,KIPP One Academy,655,0,0,119,116,117,0,0,104,104,95,0,0,0,0,0
400045,Kwame Nkrumah Academy Charter School,197,0,0,18,20,16,22,32,24,22,24,19,0,0,0,0
400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus,408,0,0,62,49,70,64,76,63,24,0,0,0,0,0,0
400048,L.E.A.R.N. - Excel Campus,438,0,0,58,78,49,75,75,71,32,0,0,0,0,0,0
400111,L.E.A.R.N. - Hunter Perkins Campus,502,0,0,54,52,54,54,47,56,68,67,50,0,0,0,0
400165,L.E.A.R.N. - Middle School Campus,273,0,0,0,0,0,0,0,0,79,114,80,0,0,0,0
400046,L.E.A.R.N. - Romano Butler Campus,558,0,0,59,56,73,86,82,59,55,53,35,0,0,0,0
400107,L.E.A.R.N. - South Chicago Campus,420,0,0,44,55,51,49,56,50,53,36,26,0,0,0,0
400151,L.E.A.R.N. Charter School - 7th Campus,214,0,0,14,27,32,46,37,58,0,0,0,0,0,0,0
400049,Legacy Charter School,469,0,0,52,52,52,52,53,52,52,52,52,0,0,0,0
400119,Legal Prep Charter Academy,345,0,0,0,0,0,0,0,0,0,0,0,113,82,90,60
400178,Moving Everest Charter School,444,0,0,92,92,85,91,84,0,0,0,0,0,0,0,0
400050,Namaste Charter School,481,0,0,59,57,58,56,56,56,58,36,45,0,0,0,0
400157,Noble - Baker College Prep,231,0,0,0,0,0,0,0,0,0,0,0,65,52,46,68
400156,Noble - Butler College Prep,676,0,0,0,0,0,0,0,0,0,0,2,215,178,154,127
400097,Noble - Chicago Bulls College Prep,1165,0,0,0,0,0,0,0,0,0,0,0,388,291,247,239
400118,Noble - DRW College Prep,357,0,0,0,0,0,0,0,0,0,0,0,102,84,76,95
400052,Noble - Gary Comer College Prep,1191,0,0,0,0,0,0,0,0,83,124,108,309,206,202,159
400053,Noble - Golder College Prep,671,0,0,0,0,0,0,0,0,0,0,0,199,170,153,149
400117,Noble - Hansberry College Prep,567,0,0,0,0,0,0,0,0,0,0,0,166,164,121,116
400169,Noble - ITW David Speer Academy,1085,0,0,0,0,0,0,0,0,0,0,0,340,293,143,309
400106,Noble - John and Eunice Johnson College Prep,776,0,0,0,0,0,0,0,0,0,0,2,212,199,175,188
400098,Noble - Muchin College Prep,974,0,0,0,0,0,0,0,0,0,0,0,300,239,235,200
400051,Noble - Noble College Prep,669,0,0,0,0,0,0,0,0,0,0,0,182,170,171,146
400054,Noble - Pritzker College Prep,978,0,0,0,0,0,0,0,0,0,0,0,280,241,258,199
400055,Noble - Rauner College Prep,618,0,0,0,0,0,0,0,0,0,0,0,147,181,133,157
400056,Noble - Rowe-Clark Math and Science Academy,405,0,0,0,0,0,0,0,0,0,0,1,121,111,88,84
400170,Noble - The Noble Academy,443,0,0,0,0,0,0,0,0,0,0,0,160,112,93,78
400057,Noble - UIC College Prep,932,0,0,0,0,0,0,0,0,0,0,0,288,223,231,190
400179,Noble Mansueto High School,799,0,0,0,0,0,0,0,0,0,0,0,371,279,149,0
400058,North Lawndale College Prep - Christiana,373,0,0,0,0,0,0,0,0,0,0,0,86,98,97,92
400059,North Lawndale College Prep - Collins,364,0,0,0,0,0,0,0,0,0,0,0,90,103,78,93
400062,Perspectives - High School of Technology,316,0,0,0,0,0,0,0,0,0,0,0,66,90,78,82
400061,Perspectives - Leadership Academy,406,0,0,0,0,0,0,0,0,24,45,57,67,60,58,95
400066,Perspectives - Math and Science Academy,497,0,0,0,0,0,0,0,0,0,28,29,109,100,114,117
400064,Perspectives - Rodney D. Joslin,383,0,0,0,0,0,0,0,0,29,35,37,82,86,55,59
400069,Polaris Charter Academy,448,0,0,38,51,45,56,56,54,53,41,54,0,0,0,0
400071,Providence Englewood Charter School,467,0,0,61,70,51,73,52,55,36,32,37,0,0,0,0
400096,Rowe Elementary Charter School,1008,0,0,96,89,124,114,122,120,120,110,113,0,0,0,0
400116,The Montessori School of Englewood Charter,334,34,42,37,37,29,31,30,23,35,23,13,0,0,0,0
400078,University of Chicago - Carter G. Woodson,85,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0
400075,University of Chicago - Donoghue,540,0,41,83,88,86,90,75,77,0,0,0,0,0,0,0
400076,University of Chicago - North Kenwood/Oakland,349,0,20,53,60,53,60,52,51,0,0,0,0,0,0,0
400077,University of Chicago - Woodlawn,625,0,0,0,0,0,0,0,0,87,83,56,109,105,91,94
400105,Urban Prep Academy for Young Men - Bronzeville,340,0,0,0,0,0,0,0,0,0,0,0,137,82,66,55
400086,Urban Prep Academy for Young Men - Englewood,260,0,0,0,0,0,0,0,0,0,0,0,82,67,50,61
400102,Urban Prep Charter Academy for Young Men - West,176,0,0,0,0,0,0,0,0,0,0,0,41,37,48,50
400087,Young Women's Leadership Charter School,160,0,0,0,0,0,0,0,0,0,0,0,44,28,36,52
400022,Chicago High School for the Arts (ChiArts),613,0,0,0,0,0,0,0,0,0,0,0,164,155,151,143
400091,Chicago Technology Academy High School,269,0,0,0,0,0,0,0,0,0,0,0,105,75,49,40
400043,Hope Institute Learning Academy,333,0,0,50,61,63,56,45,58,0,0,0,0,0,0,0
400068,Plato Learning Academy,283,0,0,19,37,31,37,34,37,36,25,27,0,0,0,0
610581,Bridgescape Academy Brainerd,106,0,0,0,0,0,0,0,0,0,0,0,20,33,42,11
610580,Bridgescape Academy Humboldt Park,99,0,0,0,0,0,0,0,0,0,0,0,8,27,45,19
610567,Bridgescape Academy Roseland,123,0,0,0,0,0,0,0,0,0,0,0,20,30,56,17
610566,Bridgscape Academy Lawndale,85,0,0,0,0,0,0,0,0,0,0,0,3,7,74,1
400147,Camelot - Chicago Excel Academy,300,0,0,0,0,0,0,0,0,0,0,0,40,81,136,43
610565,Camelot Excel - Englewood HS,277,0,0,0,0,0,0,0,0,0,0,0,34,91,82,70
400175,Camelot Excel - Southshore HS,231,0,0,0,0,0,0,0,0,0,0,0,31,86,102,12
400176,Camelot Excel - Southwest HS,124,0,0,0,0,0,0,0,0,0,0,0,12,37,49,26
610572,Camelot Safe Elementary,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
610573,Camelot Safe HS,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
400164,Instituto - Justice Lozano,91,0,0,0,0,0,0,0,0,0,0,0,12,10,42,27
400137,Little Black Pearl Art and Design Academy,110,0,0,0,0,0,0,0,0,0,0,0,17,31,23,39
610569,Ombudsman Chicago- Northwest,245,0,0,0,0,0,0,0,0,0,0,0,9,53,85,98
610570,Ombudsman Chicago- South,443,0,0,0,0,0,0,0,0,0,0,0,27,103,227,86
610571,Ombudsman Chicago- West,325,0,0,0,0,0,0,0,0,0,0,0,18,97,111,99
610557,Pathways in Education- Ashburn,266,0,0,0,0,0,0,0,0,0,0,0,40,64,88,74
610568,Pathways in Education- Avondale,271,0,0,0,0,0,0,0,0,0,0,0,41,82,66,82
400173,Pathways in Education- Brighton Park,354,0,0,0,0,0,0,0,0,0,0,0,46,82,102,124
400123,YCCS- Academy of Scholastic Achievement HS,168,0,0,0,0,0,0,0,0,0,0,0,0,81,55,32
400133,YCCS- Innovations HS of Arts Integration,406,0,0,0,0,0,0,0,0,0,0,0,0,211,126,69
400124,YCCS- McKinley Lakeside Leadership HS,156,0,0,0,0,0,0,0,0,0,0,0,0,89,53,14
400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",173,0,0,0,0,0,0,0,0,0,0,0,0,108,33,32
400126,YCCS-Association House HS,129,0,0,0,0,0,0,0,0,0,0,0,0,92,32,5
400127,YCCS-Austin Career Education Center HS,108,0,0,0,0,0,0,0,0,0,0,0,0,7,20,81
400128,YCCS-CCA Academy HS,153,0,0,0,0,0,0,0,0,0,0,0,0,74,60,19
400150,YCCS-Chatham AcademyHS,174,0,0,0,0,0,0,0,0,0,0,0,0,118,46,10
400130,YCCS-Community Youth Development Institute HS,138,0,0,0,0,0,0,0,0,0,0,0,0,85,41,12
400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,186,0,0,0,0,0,0,0,0,0,0,0,0,53,56,77
400134,YCCS-Jane Addams Alternative HS,211,0,0,0,0,0,0,0,0,0,0,0,0,206,4,1
400135,YCCS-Latino Youth Alternative HS,219,0,0,0,0,0,0,0,0,0,0,0,0,102,77,40
400136,YCCS-Olive Harvey Middle College HS,101,0,0,0,0,0,0,0,0,0,0,0,0,68,30,3
400129,YCCS-Progressive Leadership Academy,186,0,0,0,0,0,0,0,0,0,0,0,0,81,61,44
400139,YCCS-Sullivan House Alternative HS,326,0,0,0,0,0,0,0,0,0,0,0,0,236,41,49
400141,YCCS-Truman Middle College HS,222,0,0,0,0,0,0,0,0,0,0,0,0,70,102,50
400143,YCCS-West Town Acad Alternative HS,176,0,0,0,0,0,0,0,0,0,0,0,0,108,57,11
400144,YCCS-Westside Holistic Leadership Acad HS,156,0,0,0,0,0,0,0,0,0,0,0,0,69,54,33
400145,YCCS-Youth Connection Leadership Acad HS,221,0,0,0,0,0,0,0,0,0,0,0,0,118,66,37
